Episode,Reward,WaitingTime,AvgWaitingPerVehicle,Throughput,TotalVehicles
1,-306332.26666666666,48927692.0,109457.92393736017,12597,447
2,-303296.1666666668,48441387.0,108128.09598214286,12553,448
3,-307512.33333333355,49088797.0,109818.33780760627,12761,447
4,-307141.03333333344,49032171.0,109691.65771812081,12746,447
5,-306160.73333333357,48909284.0,109416.74272930648,12648,447
6,-305503.86666666676,48745666.0,108807.29017857143,12796,448
7,-304619.36666666676,48637467.0,108808.65100671141,12556,447
8,-306586.5666666668,48967166.0,109546.2326621924,12803,447
9,-302731.3666666669,48475442.0,108689.33183856502,12671,446
10,-304465.83333333355,48640681.0,108815.84116331096,12568,447
11,-307028.76666666666,49103398.0,109851.00223713646,12840,447
12,-302800.00000000023,48311100.0,108320.85201793721,12813,446
13,-306901.5333333333,49050472.0,109732.5995525727,12566,447
14,-301096.7666666669,48133578.0,107681.38255033558,12533,447
15,-303404.7000000002,48482012.0,108460.8769574944,12484,447
16,-307365.40000000014,49121088.0,109890.57718120805,12928,447
17,-304936.9333333337,48665300.0,108627.90178571429,12655,448
18,-301442.4666666667,48243989.0,107928.3870246085,12648,447
19,-304513.0666666666,48599034.0,108966.44394618834,12804,446
20,-304136.86666666676,48582248.0,108928.80717488789,12646,446
21,-303213.13333333324,48430249.0,108345.07606263983,12546,447
22,-302447.7333333332,48282071.0,108013.58165548099,12547,447
23,-308614.09999999986,49343270.0,110387.62863534676,12442,447
24,-307269.2666666667,49080760.0,110046.54708520179,12550,446
25,-299683.766666667,47898228.0,106915.6875,12457,448
26,-308646.76666666666,49242432.0,110409.0403587444,12593,446
27,-309976.70000000024,49478316.0,110689.74496644296,12603,447
28,-306721.13333333336,49032195.0,109937.65695067265,12674,446
29,-303024.3000000004,48437133.0,108118.60044642857,12744,448
30,-306719.79999999993,48954313.0,109763.033632287,12701,446
31,-308810.8666666665,49300830.0,110292.68456375839,12861,447
32,-304361.23333333334,48633445.0,108799.65324384788,12556,447
33,-298982.4666666666,47779985.0,107130.01121076233,12416,446
34,-307435.16666666674,49223523.0,110366.64349775785,12854,446
35,-296807.0,47376507.0,105987.71140939597,12515,447
36,-301676.26666666695,48229847.0,107896.74944071588,12485,447
37,-304143.13333333324,48652453.0,108842.17673378075,12877,447
38,-302717.13333333336,48372184.0,108457.81165919283,12441,446
39,-304952.4666666667,48669183.0,109123.72869955158,12537,446
40,-308752.53333333344,49319215.0,110087.53348214286,12876,448
41,-308856.5666666668,49402238.0,110272.85267857143,12851,448
42,-305570.0666666668,48819710.0,109461.2331838565,12570,446
43,-306150.93333333347,48946179.0,109499.28187919463,12771,447
44,-309707.46666666673,49508133.0,110756.44966442953,12713,447
45,-310433.13333333336,49641264.0,111054.28187919463,12823,447
46,-309834.9666666668,49452371.0,110631.70246085011,12955,447
47,-305939.76666666695,48864120.0,109315.70469798657,12735,447
48,-305065.5000000002,48703274.0,109200.16591928252,12827,446
49,-304438.76666666666,48688902.0,109167.94170403587,12612,446
50,-307932.33333333326,49177080.0,110015.8389261745,12816,447
51,-305493.70000000007,48826068.0,109230.57718120805,12775,447
52,-306990.0333333333,48971331.0,109555.55033557047,12813,447
53,-313349.7999999998,50051950.0,111973.04250559284,12765,447
54,-305164.63333333336,48680781.0,108905.55033557047,12487,447
55,-303674.7666666666,48458976.0,108409.34228187919,12599,447
56,-306671.56666666665,48915904.0,109676.91479820627,12676,446
57,-308582.2000000002,49272682.0,109983.66517857143,12875,448
58,-305579.53333333344,48842727.0,109512.84080717489,12644,446
59,-304930.80000000016,48748490.0,109301.54708520179,12467,446
60,-304715.26666666695,48665031.0,108870.31543624161,12586,447
61,-309593.6,49399994.0,110514.52796420582,12730,447
62,-311378.3333333334,49659365.0,110846.796875,12842,448
63,-307722.8333333336,49192130.0,110049.50782997762,12727,447
64,-301382.1000000002,48195808.0,107820.5995525727,12717,447
65,-309610.6333333332,49471498.0,110922.64125560538,12845,446
66,-306455.83333333343,48943368.0,109492.9932885906,12769,447
67,-303175.56666666677,48474069.0,108686.2533632287,12480,446
68,-303872.9666666671,48536926.0,108583.72706935123,12616,447
69,-307087.83333333343,48978985.0,109572.67337807607,12795,447
70,-303290.7000000002,48471624.0,108437.63758389262,12850,447
71,-304148.8333333335,48625697.0,109026.2264573991,12874,446
72,-308995.7666666666,49367075.0,110440.8836689038,12712,447
73,-305026.6000000002,48715572.0,108983.38255033558,12716,447
74,-309040.36666666693,49400455.0,110515.55928411633,12930,447
75,-301758.43333333364,48262202.0,107969.13199105146,12625,447
76,-303366.13333333365,48510879.0,108525.45637583893,12240,447
77,-305169.43333333347,48759443.0,108838.04241071429,12551,448
78,-310636.86666666664,49717211.0,111473.567264574,12663,446
79,-303761.5333333332,48575309.0,108427.02901785714,12844,448
80,-302256.30000000005,48381048.0,108477.68609865471,12681,446
81,-304988.90000000014,48732102.0,108777.01339285714,12763,448
82,-306953.5666666667,49019807.0,109663.99776286354,12729,447
83,-308203.16666666674,49282356.0,110251.35570469798,12825,447
84,-303429.9333333333,48479422.0,108455.08277404922,12534,447
85,-307163.56666666694,49146719.0,110194.43721973094,12626,446
86,-304652.16666666686,48725972.0,108763.33035714286,12705,448
87,-302214.90000000026,48194617.0,107817.93512304251,12638,447
88,-303000.4333333333,48398306.0,108273.61521252796,12512,447
89,-304411.3666666667,48693266.0,108933.48098434004,12663,447
90,-308717.9333333333,49294927.0,110279.47874720358,12680,447
91,-306735.03333333356,48950204.0,109508.28635346756,12964,447
92,-300952.6666666668,48069630.0,107779.4394618834,12619,446
93,-300507.4999999999,47924508.0,107454.05381165919,12666,446
94,-304556.7666666666,48697874.0,108943.78970917226,12961,447
95,-297946.9000000001,47524306.0,106556.7399103139,12355,446
96,-299247.73333333345,47845278.0,107036.41610738255,12538,447
97,-304090.9000000002,48636042.0,108805.46308724832,12669,447
98,-300070.3000000001,47921029.0,107205.88143176734,12568,447
99,-308021.43333333364,49226300.0,110372.86995515694,12951,446
100,-312320.3666666666,49843975.0,111507.774049217,12945,447
101,-306124.36666666664,48973444.0,109560.2774049217,12635,447
102,-312565.4333333331,49912730.0,111412.34375,12800,448
103,-301936.6333333336,48155634.0,107972.2735426009,12459,446
104,-305655.6333333333,48785591.0,109140.02460850112,12538,447
105,-304716.23333333357,48681510.0,108907.18120805369,12592,447
106,-302527.6666666671,48288578.0,107787.00446428571,12746,448
107,-307242.0666666666,49065928.0,109767.17673378075,12671,447
108,-302599.7666666666,48390266.0,108255.62863534676,12520,447
109,-305420.6000000001,48832728.0,109490.42152466367,12768,446
110,-308125.5666666668,49272296.0,110228.85011185682,12671,447
111,-303170.8333333333,48480441.0,108700.5403587444,12495,446
112,-305579.9000000001,48888816.0,109370.95302013423,12592,447
113,-308339.00000000023,49274139.0,110480.13228699552,12653,446
114,-300338.7000000001,47927041.0,107459.7331838565,12470,446
115,-306001.5999999999,48855624.0,109541.75784753363,12701,446
116,-306022.4666666667,48920939.0,109688.20403587444,12691,446
117,-305733.66666666674,48828772.0,109236.6263982103,12771,447
118,-298611.5000000003,47721037.0,106997.84080717489,12333,446
119,-303775.1666666667,48578555.0,108920.5269058296,12548,446
120,-305221.70000000007,48811679.0,109443.2264573991,12684,446
121,-304196.33333333343,48671297.0,108641.28794642857,12716,448
122,-302367.1,48356975.0,108181.15212527964,12757,447
123,-305306.6666666668,48853332.0,109291.57046979865,12548,447
124,-305749.5,48911198.0,109421.02460850112,12747,447
125,-304175.43333333347,48589476.0,108945.0134529148,12805,446
126,-306571.06666666665,48982211.0,109335.29241071429,12789,448
127,-308332.6000000001,49254676.0,110436.4932735426,12617,446
128,-307943.93333333347,49248035.0,110174.57494407159,12579,447
129,-311097.36666666664,49639324.0,111049.9418344519,13003,447
130,-308725.26666666695,49316244.0,110327.1677852349,12885,447
131,-304704.0333333335,48652836.0,109087.07623318386,12570,446
132,-303797.6333333334,48615258.0,109002.82062780269,12790,446
133,-307127.23333333334,49043906.0,109963.91479820627,12569,446
134,-311868.1333333336,49769274.0,111340.65771812081,12877,447
135,-306102.7333333334,48889341.0,109127.99330357143,12728,448
136,-307757.5999999999,49174195.0,110009.38478747204,12793,447
137,-307743.83333333355,49232490.0,110139.79865771811,12683,447
138,-306089.2666666667,48890408.0,109374.51454138702,12637,447
139,-305214.3666666666,48769473.0,109103.96644295302,12569,447
140,-306140.46666666685,48968078.0,109548.27293064877,12561,447
141,-307858.0000000003,49189577.0,110290.53139013454,12739,446
142,-303933.70000000007,48485585.0,108468.87024608502,12610,447
143,-307318.2333333332,49152563.0,109960.99105145414,12744,447
144,-304919.03333333356,48681350.0,108663.72767857143,12686,448
145,-305823.63333333324,48906972.0,109411.57046979865,12897,447
146,-308800.8666666668,49327067.0,110351.3803131991,12673,447
147,-309465.56666666677,49440063.0,110604.1677852349,12820,447
148,-302295.73333333345,48345438.0,108155.34228187919,12412,447
149,-308842.43333333364,49364516.0,110435.15883668904,12888,447
150,-303274.23333333357,48344440.0,108153.1096196868,12704,447
151,-304649.53333333356,48625635.0,108782.18120805369,12754,447
152,-306071.9333333336,48803636.0,109425.19282511211,12782,446
153,-305685.5666666669,48882715.0,109113.203125,12623,448
154,-301285.73333333334,48191936.0,107811.93736017897,12776,447
155,-303097.8666666668,48433953.0,108353.36241610738,12548,447
156,-301155.73333333334,48156457.0,107974.11883408071,12632,446
157,-301104.4666666668,48043198.0,107720.17488789238,12341,446
158,-302935.7666666668,48414078.0,108551.74439461883,12680,446
159,-303739.6333333335,48478179.0,108452.30201342281,12458,447
160,-306978.9666666667,48966625.0,109790.63901345292,12855,446
161,-301150.16666666686,48147374.0,107712.24608501118,12469,447
162,-301770.60000000003,48121563.0,107654.5033557047,12581,447
163,-309073.8666666668,49384774.0,110728.19282511211,12782,446
164,-300621.99999999994,48026142.0,107441.03355704698,12496,447
165,-302776.6666666665,48367229.0,108204.09172259508,12626,447
166,-302058.0333333335,48244149.0,107928.74496644296,12612,447
167,-304349.33333333355,48677383.0,108897.94854586129,12337,447
168,-307183.2333333335,49061123.0,109756.42729306487,12788,447
169,-302424.86666666676,48300058.0,108053.82102908277,12395,447
170,-308149.9333333333,49212262.0,110094.54586129753,12725,447
171,-308189.4666666668,49189548.0,110043.73154362416,12745,447
172,-303578.80000000016,48480799.0,108701.34304932735,12666,446
173,-308850.23333333345,49380562.0,110471.05592841163,12737,447
174,-311790.10000000003,49762279.0,111325.00894854586,12933,447
175,-306272.0333333334,48949399.0,109752.01569506727,12638,446
176,-304521.0666666668,48554277.0,108866.09192825112,12415,446
177,-306050.2666666667,48912013.0,109668.19058295964,12461,446
178,-303421.4,48461740.0,108658.60986547085,12450,446
179,-298718.6666666665,47710124.0,106973.37219730942,12483,446
180,-309103.99999999994,49349971.0,110402.6196868009,12923,447
181,-303524.0000000003,48470580.0,108678.43049327354,12558,446
182,-305206.20000000007,48724503.0,109003.36241610738,12477,447
183,-306664.2666666667,49010537.0,109398.52008928571,12690,448
184,-312340.0000000001,49916595.0,111670.23489932886,12871,447
185,-303062.6333333334,48401830.0,108281.49888143176,12715,447
186,-310444.4999999999,49599823.0,110713.890625,12808,448
187,-309024.8333333336,49366182.0,110686.5067264574,12928,446
188,-302517.1000000001,48362368.0,108193.21700223714,12588,447
189,-307652.56666666677,49147371.0,109949.37583892618,12492,447
190,-306281.5333333333,48928019.0,109458.65548098434,12624,447
191,-308318.73333333345,49339907.0,110627.5941704036,12833,446
192,-302415.83333333355,48309234.0,108316.66816143498,12422,446
193,-301185.9666666669,48118915.0,107889.94394618834,12772,446
194,-305305.4333333337,48785796.0,108896.86607142857,12547,448
195,-308257.3333333335,49202677.0,110073.1029082774,12753,447
196,-309744.1666666667,49409473.0,110783.57174887892,12918,446
197,-308983.63333333336,49407729.0,110779.66143497758,12775,446
198,-307638.43333333364,49118547.0,110131.27130044842,12754,446
199,-305256.70000000024,48737935.0,109277.88116591929,12689,446
200,-301563.3333333333,48092417.0,107830.53139013454,12491,446
201,-304064.5333333333,48569968.0,108657.64653243848,12585,447
202,-297217.4666666668,47449636.0,105914.36607142857,12350,448
203,-305175.40000000014,48775985.0,109118.53467561521,12653,447
204,-303883.76666666684,48584496.0,108690.14765100672,12595,447
205,-307886.1666666666,49237849.0,110151.7874720358,13007,447
206,-303255.4000000001,48515108.0,108778.26905829596,12615,446
207,-304398.6666666668,48630551.0,108793.17897091723,12648,447
208,-306623.4000000001,49003579.0,109873.49551569506,12956,446
209,-305044.4333333337,48683038.0,108667.49553571429,12803,448
210,-302829.3666666665,48399116.0,108518.19730941704,12549,446
211,-305764.36666666676,48906647.0,109410.84340044743,12599,447
212,-304680.43333333335,48653119.0,108843.66666666667,12624,447
213,-303092.00000000006,48464415.0,108664.60762331838,12409,446
214,-306778.4333333336,48945200.0,109252.67857142857,12701,448
215,-305492.1666666666,48776797.0,109365.01569506727,12695,446
216,-308814.10000000003,49300097.0,110044.859375,12827,448
217,-304902.8333333335,48813134.0,109201.64205816555,12724,447
218,-299521.6666666669,47825968.0,106993.21700223714,12337,447
219,-304633.8333333336,48685750.0,108916.66666666667,12606,447
220,-305407.5333333333,48768503.0,109101.79642058165,12548,447
221,-300303.70000000024,47876838.0,107347.17040358744,12421,446
222,-301081.3666666667,48048237.0,107731.4730941704,12517,446
223,-306741.59999999986,48977021.0,109568.27964205817,12630,447
224,-307610.3666666666,49141448.0,109936.12527964206,12641,447
225,-304563.6666666668,48658045.0,109098.75560538117,12786,446
226,-310189.2666666669,49648909.0,110823.45758928571,12789,448
227,-301695.20000000007,48216582.0,107867.07382550335,12519,447
228,-311015.9333333334,49639050.0,110801.45089285714,12708,448
229,-307415.9666666667,49209524.0,110088.42058165547,12853,447
230,-306507.43333333335,48884875.0,109607.34304932735,12593,446
231,-312488.6666666668,49945018.0,111484.41517857143,12866,448
232,-304536.8666666668,48615518.0,109003.40358744394,12610,446
233,-304624.1333333332,48654140.0,109090.0,12743,446
234,-303091.36666666664,48427485.0,108338.89261744966,12696,447
235,-303910.4333333332,48588799.0,108699.774049217,12518,447
236,-308634.19999999995,49360263.0,110425.64429530202,12769,447
237,-307225.4333333335,49033868.0,109695.45413870247,12807,447
238,-306953.1000000001,48999809.0,109619.25950782998,12545,447
239,-307288.9333333334,49074725.0,110033.01569506727,12586,446
240,-307148.9333333337,49016012.0,109901.37219730942,12691,446
241,-312158.4333333333,49814783.0,111442.46756152125,12873,447
242,-304212.4666666667,48632889.0,108798.40939597315,12651,447
243,-308776.9666666668,49345425.0,110639.966367713,12873,446
244,-309067.5,49445801.0,110617.00447427294,12709,447
245,-307610.2666666667,49136854.0,109925.84787472036,12833,447
246,-312115.60000000003,49822333.0,111459.35794183445,13207,447
247,-305948.2333333334,48934390.0,109472.90827740492,12887,447
248,-310126.6666666666,49502680.0,110744.25055928412,12891,447
249,-305218.5000000001,48816139.0,109208.36465324384,12486,447
250,-307583.6333333334,49104153.0,109852.69127516779,12584,447
